reggae,music_genre
reggae,popular_music
religious_song,music_genre
religious_song,religious_music
cantata,music_genre
cantata,classical_music
marching_music,music_genre
mass,music_genre
mass,religious_music
country_music,music_genre
country_music,popular_music
country_music,folk_music
concerto_grosso,music_genre
concerto_grosso,concerto
concerto_grosso,classical_music
grand_opera,music_genre
grand_opera,opera
grand_opera,classical_music
requiem,music_genre
requiem,religious_music
requiem,mass
rhythm_and_blues,music_genre
rhythm_and_blues,black_music
rhythm_and_blues,popular_music
disco,music_genre
disco,popular_music
scat,music_genre
scat,jazz
scat,popular_music
chant,music_genre
chant,religious_song
chant,religious_music
square-dance_music,music_genre
square-dance_music,popular_music
square-dance_music,folk_music
antiphon,music_genre
antiphon,religious_music
bop,music_genre
bop,jazz
bop,popular_music
quickstep,music_genre
quickstep,military_march
quickstep,marching_music
modern_jazz,music_genre
modern_jazz,jazz
modern_jazz,popular_music
punk_rock,music_genre
punk_rock,rock_'n'_roll
punk_rock,popular_music
concerto,music_genre
concerto,classical_music
piano_sonata,music_genre
piano_sonata,sonata
piano_sonata,classical_music
opera,music_genre
opera,classical_music
pibroch,music_genre
pibroch,military_march
pibroch,marching_music
sonatina,music_genre
sonatina,sonata
sonatina,classical_music
processional_march,music_genre
processional_march,marching_music
heavy_metal,music_genre
heavy_metal,rock_'n'_roll
heavy_metal,popular_music
hymn,music_genre
hymn,religious_song
hymn,religious_music
gradual,music_genre
gradual,antiphon
gradual,religious_music
cool_jazz,music_genre
cool_jazz,jazz
cool_jazz,popular_music
rap,music_genre
rap,black_music
rap,popular_music
swing,music_genre
swing,jazz
swing,popular_music
folk_song,music_genre
folk_song,popular_music
folk_song,folk_music
gospel,music_genre
gospel,popular_music
gospel,folk_music
folk_music,music_genre
folk_music,popular_music
macumba,music_genre
macumba,popular_music
schottische,music_genre
schottische,popular_music
schottische,folk_music
trad,music_genre
trad,jazz
trad,popular_music
fugue,music_genre
fugue,classical_music
jazz,music_genre
jazz,popular_music
symphony,music_genre
symphony,sonata
symphony,classical_music
soul,folk_music
soul,popular_music
soul,music_genre
soul,black_music
soul,gospel
musical_drama,music_genre
musical_drama,opera
musical_drama,classical_music
sonata,music_genre
sonata,classical_music
pop_music,music_genre
pop_music,popular_music
military_march,music_genre
military_march,marching_music
spiritual,music_genre
spiritual,religious_song
spiritual,religious_music
chamber_music,music_genre
chamber_music,classical_music
religious_music,music_genre
skiffle,music_genre
skiffle,popular_music
black_music,music_genre
funk,music_genre
funk,jazz
funk,popular_music
processional,music_genre
processional,religious_music
hot_jazz,music_genre
hot_jazz,jazz
hot_jazz,popular_music
blues,folk_music
blues,popular_music
blues,music_genre
blues,black_music
blues,folk_song
dance_music,music_genre
dance_music,popular_music
rock_'n'_roll,music_genre
rock_'n'_roll,popular_music
psychedelic_rock,music_genre
psychedelic_rock,rock_'n'_roll
psychedelic_rock,popular_music
popular_music,music_genre
boogie,folk_music
boogie,blues
boogie,popular_music
boogie,jazz
boogie,music_genre
boogie,black_music
boogie,folk_song
rockabilly,music_genre
rockabilly,popular_music
wedding_march,music_genre
wedding_march,marching_music
wedding_march,processional_march
antiphonary,music_genre
antiphonary,religious_music
progressive_rock,music_genre
progressive_rock,rock_'n'_roll
progressive_rock,popular_music
carol,music_genre
carol,religious_song
carol,religious_music
funeral_march,music_genre
funeral_march,marching_music
funeral_march,processional_march
classical_music,music_genre
rondo,music_genre
rondo,classical_music
comic_opera,music_genre
comic_opera,opera
comic_opera,classical_music
